platform,phase,module,endpoint,method,auth_profile,expected_scope,known_required_params,pagination_rule,date_window_rule,prior_status,source_of_truth,execution_mode,round1_status_code,round1_error_code,round1_response_shape_summary,round1_elapsed_ms,round1_final_classification,round2_status_code,round2_error_code,round2_response_shape_summary,round2_elapsed_ms,round2_final_classification,round3_status_code,round3_error_code,round3_response_shape_summary,round3_elapsed_ms,round3_final_classification,final_classification,root_cause_hypothesis,next_action
WIKA,stage20_phase1,products,/integrations/alibaba/wika/data/products/schema/render/draft,GET,standard,wika_products_read,cat_id | product_id,n/a,n/a,validated_route,docs/framework/WIKA_已上线能力复用清单.md + WIKA_ICBU商品类目官方文档归类.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,media,/integrations/alibaba/wika/data/media/list,GET,standard,wika_media_read,,page-based read,n/a,validated_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,media,/integrations/alibaba/wika/data/media/groups,GET,standard,wika_media_read,,n/a,n/a,validated_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,customers,/integrations/alibaba/wika/data/customers/list,GET,standard,wika_customer_probe_read,,window-based parameter probe,current route acts as permission probe,validated_probe_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,orders,/integrations/alibaba/wika/data/orders/list,GET,standard,wika_orders_read,,role/start_page/page_size,partial and contract-sensitive,validated_route,docs/framework/WIKA_已上线能力复用清单.md + WIKA_订单参数契约对账.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,orders,/integrations/alibaba/wika/data/orders/detail,GET,standard,wika_orders_read,e_trade_id,n/a,n/a,route_exists_contract_sensitive,docs/framework/WIKA_订单参数契约对账.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,orders,/integrations/alibaba/wika/data/orders/fund,GET,standard,wika_orders_read,e_trade_id | data_select,n/a,n/a,route_exists_contract_sensitive,docs/framework/WIKA_订单参数契约对账.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,orders,/integrations/alibaba/wika/data/orders/logistics,GET,standard,wika_orders_read,e_trade_id | data_select,n/a,n/a,route_exists_contract_sensitive,docs/framework/WIKA_订单参数契约对账.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,orders,/integrations/alibaba/wika/data/orders/draft-types,GET,standard,wika_orders_read,,n/a,n/a,validated_probe_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,reports,/integrations/alibaba/wika/reports/products/management-summary,GET,standard,wika_reports_read,,internally paged against products list,n/a,validated_report_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,reports,/integrations/alibaba/wika/reports/products/minimal-diagnostic,GET,standard,wika_reports_read,,sample-limited aggregation,n/a,validated_report_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,reports,/integrations/alibaba/wika/reports/orders/minimal-diagnostic,GET,standard,wika_reports_read,,sample-limited aggregation,n/a,validated_report_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,reports,/integrations/alibaba/wika/reports/operations/minimal-diagnostic,GET,standard,wika_reports_read,,sample-limited aggregation,n/a,validated_report_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,tools,/integrations/alibaba/wika/tools/reply-draft,POST,standard,wika_external_draft_only,inquiry_text,n/a,n/a,validated_tool_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
WIKA,stage20_phase1,tools,/integrations/alibaba/wika/tools/order-draft,POST,standard,wika_external_draft_only,line_items,n/a,n/a,validated_tool_route,docs/framework/WIKA_已上线能力复用清单.md,inherited_from_global_precheck,,TimeoutError,exception(The operation was aborted due to timeout),8004,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8012,BLOCKED_ENV,,TimeoutError,exception(The operation was aborted due to timeout),8009,BLOCKED_ENV,BLOCKED_ENV,railway_production_unavailable,Recover production health before route-by-route replay.
